date,soname,catstore,userdata,dataondisk,dedup
15-01-2025,ffphsor02.ffdc.sbc.com,FFP_NonPROD_DB_flpd633,0.14,0.05,2.6
15-01-2025,ffphsor02.ffdc.sbc.com,FFP_PROD_DB_flpd633,1008.96,228.66,4.4
15-01-2025,ffphsor03.ffdc.sbc.com,OFP_PROD_Linux_FS_olph437_Rep,0.07,0.01,13.3
15-01-2025,ffphsor03.ffdc.sbc.com,OFP_PROD_Windows_FS_olph437_Rep,0,0,0
15-01-2025,ffphsor03.ffdc.sbc.com,test,0,0,1.8
15-01-2025,ffphsor03.ffdc.sbc.com,OFP_PROD_DB_Common_olph437_Rep,1479.36,153.4,9.6
15-01-2025,ffphsor03.ffdc.sbc.com,OFP_PROD_FS_olph437_Rep,498.24,56.18,8.8
15-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_Linux_FS_ALPH332_Rep,4.24,0.36,11.9
15-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_FS_ASPRD559_Rep,141.56,6.35,22.2
15-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_Windows_FS_ALPH332_Rep,0,0,0
15-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_DB_COMMON_ASPRD559_Rep,382.26,54.07,7
15-01-2025,yfphsor02.kmdc.att.com,test,0.01,0,1.9
15-01-2025,yfphsor02.kmdc.att.com,p5enb2d8_Repl,64.76,62.22,1
15-01-2025,yfphsor02.kmdc.att.com,p5enb2d9_Repl,0.82,0.78,1
15-01-2025,yfphsor02.kmdc.att.com,p5enb3d1_Repl,11.32,10.92,1
15-01-2025,yfphsor02.kmdc.att.com,p5enb3d2_Repl,13.49,12.4,1
15-01-2025,yfphsor02.kmdc.att.com,p5enb3d3_Repl,6.5,6.46,1
15-01-2025,yfphsor02.kmdc.att.com,p5enb3d4_Repl,10.36,10.06,1
15-01-2025,yfphsor02.kmdc.att.com,p5enb3d5_Repl,3.52,3.18,1.1
15-01-2025,yfphsor02.kmdc.att.com,p5enb3d6_Repl,91.44,78.2,1.1
15-01-2025,yfphsor02.kmdc.att.com,p5enb3d7_Repl,0,0,0
15-01-2025,yfphsor02.kmdc.att.com,p5enb3d8_Repl,13.14,12.2,1
15-01-2025,yfphsor02.kmdc.att.com,p5enb3d9_Repl,13.41,12.38,1
15-01-2025,yfphsor02.kmdc.att.com,p5enb4d1_Repl,9.82,9.14,1
15-01-2025,yfphsor02.kmdc.att.com,p5enb4d2_Repl,13.6,12.49,1
15-01-2025,yfphsor02.kmdc.att.com,p5enb4d3_Repl,3.5,3.15,1.1
15-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_DB_COMMON_TARGET,1132.9,279.82,4
15-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_FS_ALPH332_Rep,1179.32,64.44,18.3
15-01-2025,ufphsor03.madc.att.com,UFP_PROD_Linux_FS_ulph189,0.17,0.01,14
15-01-2025,ufphsor03.madc.att.com,UFP_PROD_FS_ulph189,396.88,48.39,8.2
15-01-2025,ufphsor03.madc.att.com,UFP_NonPROD_FS_ulph189,99.01,4.44,22.3
15-01-2025,ufphsor03.madc.att.com,UFP_PROD_DB_Common_ulph189,1311.13,353.55,3.7
15-01-2025,afphsor03.aldc.att.com,AFP_PROD_Linux_FS_alpd11665,0.1,0.01,10
15-01-2025,ofphsor02.bodc.att.com,test_ofphsor02,0,0,0
15-01-2025,ofphsor06.bodc.att.com,OFP_Nprod_Linux_FS_Test,0,0,0
15-01-2025,ofphsor06.bodc.att.com,OFP_Prod_Linux_FS_olpd11038,0,0,0.4
15-01-2025,ofphsor06.bodc.att.com,OFP_Prod_Linux_FS_olpd10888,0,0,0
15-01-2025,ofphsor06.bodc.att.com,OFP_Prod_Windows_FS_olpd10888,0,0,0
15-01-2025,ofphsor07.bodc.att.com,OFP_Nprod_Linux_FS_Test,0,0,0
15-01-2025,ofphsor07.bodc.att.com,OFP_PROD_Linux_FS_olpd10888,0.02,0.01,2.6
15-01-2025,ofphsor07.bodc.att.com,OFP_PROD_Windows_FS_olpd10888,0,0,0
15-01-2025,tfphsor06.dadc.sbc.com,CFP_Prod_FS_clph657_Rep,101.17,6.33,15.9
15-01-2025,tfphsor06.dadc.sbc.com,TFP_NonPROD_Linux_FS_tlpd13422_SO06,0.25,0.01,19.7
15-01-2025,tfphsor06.dadc.sbc.com,CFP_Prod_DB_Common_clph657_Rep,1840.62,146.63,12.5
15-01-2025,tfphsor07.dadc.sbc.com,CFP_PROD_DB_Common_clph587_Rep,974.24,66.4,14.6
15-01-2025,tfphsor07.dadc.sbc.com,TFP_NonPROD_Linux_FS_tlpd13422_SO07,0.13,0.01,14.1
15-01-2025,cfphsor04.sldc.sbc.com,CFP_Prod_Linux_FS_clpd13671,0,0,0
15-01-2025,cfphsor04.sldc.sbc.com,CFP_Prod_FS_clph657,101.96,6.32,16.1
15-01-2025,cfphsor04.sldc.sbc.com,CFP_Non_Prod_FS_clph657,73.22,4.39,16.6
15-01-2025,cfphsor04.sldc.sbc.com,CFP_Prod_DB_Common_clph657,1355.35,100.41,13.4
15-01-2025,cfphsor04.sldc.sbc.com,CFP_Non_Prod_DB_Common_clph657,318.02,9.4,33.8
15-01-2025,cfphsor06.sldc.sbc.com,test,0,0,0
15-01-2025,YFPHSOR01.kmdc.att.com,test_store,0,0,0
15-01-2025,YFPHSOR05.kmdc.att.com,YFP_Catalog_ylpd10529,0,0,0
15-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_Linux_FS_clpd13672,0,0,0
15-01-2025,cfphsor07.sldc.sbc.com,CFP_Non_PROD_FS_clph587,146.74,3.73,39.2
15-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_FS_clph587,61.9,2.7,22.9
15-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_DB_Common_clph587,533.63,42.88,12.4
15-01-2025,cfphsor07.sldc.sbc.com,CFP_Non_PROD_DB_Common_clph587,153.63,22.54,6.8
15-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_DB_Common_clph444,2579.27,556.83,4.6
15-01-2025,cfphsor07.sldc.sbc.com,CFP_NonProd_FS_clph444,88.4,2.7,32.7
15-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_FS_clph444,556.79,50.11,11.1
15-01-2025,cfphsor07.sldc.sbc.com,CFP_PROD_DB_Common_cspr246,0,0,0
15-01-2025,cfphsor07.sldc.sbc.com,CFP_NonProd_FS_csprd370,0,0,0
15-01-2025,cfphsor07.sldc.sbc.com,CFP_Prod_FS_csprd370,9.96,0.27,37
15-01-2025,cfphsor07.sldc.sbc.com,p1ccr8d2,0,0,0
15-01-2025,ffphsor04.ffdc.sbc.com,FFP_flpd11354_common,0,0,0
15-01-2025,ffphsor05.ffdc.sbc.com,ffphsor05_common_flpd11354,0,0,0
15-01-2025,ffphsor06.ffdc.sbc.com,ffphsor06_common_flpd11354,0.01,0,13.1
15-01-2025,ffphsor11.ffdc.sbc.com,Test,0,0,0
15-01-2025,ffphsor07.ffdc.sbc.com,Test,0,0,0
15-01-2025,ffphsor08.ffdc.sbc.com,Test,0,0,0
15-01-2025,ffphsor09.ffdc.sbc.com,Test,0,0,0
15-01-2025,ffphsor10.ffdc.sbc.com,Test,0,0,0
16-01-2025,yfphsor03.kmdc.att.com,test,0,0,0
16-01-2025,yfphsor03.kmdc.att.com,AFP_PROD_DB_COMMON_ALPH332_02_Rep,296.93,254.94,1.1
16-01-2025,yfphsor03.kmdc.att.com,KGM_PROD_FS_YLPD10529,0,0,0
16-01-2025,yfphsor03.kmdc.att.com,KGM_NON_PROD_DB_Common_ylpd10529,405.22,42.93,9.4
16-01-2025,yfphsor03.kmdc.att.com,KGM_PROD_DB_Common_ylpd10529,0,0,0
16-01-2025,yfphsor03.kmdc.att.com,KGM_NonPROD_FS_ylpd10529,0,0,0
16-01-2025,yfphsor04.kmdc.att.com,test,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Linux_FS_tlph101,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Linux_FS_tsprd653,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,test,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Windows_FS_tsprd653,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Linux_FS_tsprd653,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Windows_FS_tsprd653,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_Prod_Windows_FS_tsprd540,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Linux_FS_tsprd540,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Linux_FS_tsprd540,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Windows_FS_tspr540,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Linux_FS_tlph101,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Windows_FS_tlph101,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Windows_FS_tlph101,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlph101,729.16,254.7,2.8
16-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_DB_Common_tlph101,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tlph101,204.48,9.98,20.4
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlph101,351.2,25.56,13.7
16-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_FS_tlpd11266,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlpd11266,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlpd11266,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_NON_PROD_DB_Common_tlpd11266,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tlph102,158.76,2.09,75.8
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlph102,59.23,2.96,20
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlph102,79.37,10.89,7.2
16-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_DB_Common_tlph102,0.01,0.01,0.9
16-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tsprd540,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tsprd540,91.32,5,18.2
16-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_DB_Common_tsprd540,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tsprd540,20.42,2.81,7.2
16-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tsprd653,11.72,0.38,30.8
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tsprd653,64.77,5.18,12.5
16-01-2025,tfphsor04.dadc.sbc.com,TFP_NON_PROD_DB_Common_tsprd653,0.14,0.06,2.1
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tsprd653,184.22,26.34,6.9
16-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tlpd237,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlpd237,60.07,3.86,15.5
16-01-2025,tfphsor04.dadc.sbc.com,TFP_NON_PROD_DB_Common_tlpd237,0,0,0
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlpd237,12.77,10.74,1.1
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_p1ccr7d6,0.05,0.02,3.1
16-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_p1ccr7d6_Tlph102,0,0,0
16-01-2025,tfphsor05.dadc.sbc.com,CFP_t1ccr2d5_Rep,0,0,0
16-01-2025,tfphsor05.dadc.sbc.com,CFP_p1ccr1m2_Rep,0,0,0
16-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_Windows_FS_csprd246_Rep,0,0,0
16-01-2025,tfphsor05.dadc.sbc.com,CFP_p1ccr7d7_Rep,0,0,0.5
16-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_Linux_FS_csprd246_Rep,0,0,0
16-01-2025,tfphsor05.dadc.sbc.com,CFP_p1ccr7d8_Rep,0.04,0.04,0.9
16-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_Windows_FS_csprd370_Rep,0,0,0
16-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_DB_Common_clph444_Rep,2725.8,593.38,4.5
16-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_Linux_FS_csprd370_Rep,10.23,0.32,32
16-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_Linux_FS_clph444_Rep,0,0,0
16-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_Windows_FS_clph444_Rep,0,0,0
16-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_FS_clph444_Rep,518.8,50.48,10.2
16-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_DB_Common_cspr246_Rep,0,0,0
16-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_FS_csprd246_Rep,0,0,0
16-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_FS_clph587_Rep,63.23,2.66,23.7
16-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_DB_Common_clph587_Rep,2.06,0.84,2.4
16-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_FS_clph444_Rep_cfphsor05,181.4,11.77,15.4
16-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_dbcommon_clph444_cfphsor05,176.68,45.26,3.9
16-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_FS_csprd246_Rep_cfphsor05,49.23,4.22,11.6
16-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_dbcommon_csprd246_Rep_cfphsor05,9.13,7.66,1.1
16-01-2025,tfphsor05.dadc.sbc.com,p1ccr8d2_target,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,t1ccr2d5,3.03,0.35,8.5
16-01-2025,cfphsor02.sldc.sbc.com,p1ccr1m2,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_FS_clph587,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_FS_clph587,513.38,7.76,66.1
16-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_DB_Common_clph587,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_DB_Common_clph587,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_Prod_Windows_FS_csprd370,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Windows_FS_csprd370,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_Linux_FS_csprd370,0,0.01,0.1
16-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Linux_FS_csprd370,5.55,0.18,30.1
16-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_Linux_FS_clph444,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,p1ccr7d7,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,p1ccr7d8,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_Prod_Windows_FS_clph444,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Linux_FS_clph444,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Windows_FS_clph444,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_DB_Common_clph444,0,0.61,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_DB_Common_clph444,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_FS_clph444,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_FS_clph444,0,0.18,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_FS_csprd246,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_Prod_FS_csprd246,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_DB_Common_cspr246,0,0,0
16-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_DB_Common_cspr246,0,0,0
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Linux_FS_tlph101_Rep,0,0,0
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Windows_FS_tlph101_Rep,0,0,0
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tlph101_Rep,1077.6,359.73,2.9
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Windows_FS_tsprd653_Rep,0,0,0
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Linux_FS_tsprd653_Rep,0,0,0
16-01-2025,cfphsor03.sldc.sbc.com,TFP_Non_PROD_FS_tlph101_rep,0,0,0
16-01-2025,cfphsor03.sldc.sbc.com,TFP_Prod_Windows_FS_tsprd540_Rep,0,0,0
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tlph101_rep,424.92,28.47,14.9
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Linux_FS_tsprd540_Rep,0,0,0
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tlph102_rep,61.14,3.35,18.2
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tlph102_Rep,76.13,10.55,7.2
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tsprd540_Rep,96.9,5.1,18.9
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tsprd540_Rep,19.75,2.46,8
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tsprd653_Rep,184.77,26.76,6.9
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tsprd653_Rep,69.34,5.66,12.2
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tlpd237_Rep,17.83,13.95,1.2
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tlpd237_Rep,68.9,4.01,17.1
16-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_p1ccr7d6_Rep,0,0,0
16-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_blph634,6.45,0.3,21.3
16-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_blph874,4.94,0.09,54.7
16-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd267,0,0,0
16-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd466,2.78,0.09,30.1
16-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd483,1.03,0.05,20.6
16-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd649,1.82,0.09,20.4
16-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd685,2.99,0.1,29.2
16-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_blpd739,1.13,0.03,40
16-01-2025,bfphsor01.bhdc.att.com,BPF_Catalog_blpd10808,0.05,0.01,4.6
16-01-2025,bfphsor01.bhdc.att.com,blpd10808,0,0,0
16-01-2025,bfphsor01.bhdc.att.com,blpd10809,0,0,0
16-01-2025,bfphsor01.bhdc.att.com,blpd10810,0,0,0
16-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlp13422_dup,0.12,0,37.2
16-01-2025,cfphsor01.sldc.sbc.com,OFP_Catalog_clpd13671,0,0,0
16-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clpd13671,0.02,0,11.4
16-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clph444,4.91,0.27,18.3
16-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clph587,4.2,0.11,37.4
16-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clph657,5.12,0.17,30.5
16-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_csprd246,0.16,0.02,10.2
16-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_csprd370,1.91,0.1,19.8
16-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlph101_dup,11.68,0.35,33.6
16-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tsprd653_dup,1.9,0.05,39.9
16-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tsprd540_dup,0.7,0.02,32.5
16-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlpd11266_dup,1.84,0.03,65.2
16-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlpd237_dup,4.07,0.03,127.9
16-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlph102_dup,5.25,0.15,34.8
16-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tsprd654_dup,3.76,0.11,33.1
16-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_csprd245,2.79,0.05,54.4
16-01-2025,cfphsor01.sldc.sbc.com,CFP_PROD_Linux_FS_clph657,0,0,0
16-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clpd13241,0.07,0.01,6.2
16-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clpd13672,0,0,8.5
16-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlpd13081_dup,0.03,0,12.5
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_FS_blph874,134.92,7.72,17.4
16-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_FS_blph874,132.5,7.42,17.8
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_dbcommon_blph874,476.85,81.85,5.8
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p2spn1d4,0,0,0
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d2,0,0,0
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d1,0,0,0
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d3,0,0,0
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d4,0,0,0
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d5,0,0,0
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d6,0,0,0
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d7,0,0,0
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb2d1,0,0,0
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Linux_FS_bsprd652,0,0,0
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_bsprd652,0,0,0
16-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_dbcommon_blph874,69.1,34.57,1.9
16-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_FS_blph634,12.26,0.47,26.1
16-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_dbcommon_blph634,7.45,1.56,4.7
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_FS_blph634,117.23,8.08,14.5
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_dbcommon_blph634,81.99,36.6,2.2
16-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p1edw1d2,0,0,0
16-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_csprd245_dup,2.79,0.05,54.4
16-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlp13422,0.12,0,35.2
16-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clpd13241_dup,0,0,0
16-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clpd13671_dup,0.02,0,16.7
16-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlpd11266,1.84,0.03,65.1
16-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlpd237,4.07,0.03,127.8
16-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlph101,11.68,0.35,33.6
16-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlph102,5.25,0.15,34.7
16-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tsprd540,0.7,0.02,32.6
16-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tsprd653,1.9,0.05,40
16-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tsprd654,3.76,0.11,33.1
16-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clph444_dup,0,0,0
16-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clph587_dup,4.2,0.11,37.4
16-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clph657_dup,5.05,0.15,33.5
16-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_csprd246_dup,0.78,0.03,29.7
16-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_csprd370_dup,1.91,0.1,19.7
16-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clpd13672_dup,0.02,0,16.8
16-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlpd13081,0.07,0.01,5.5
16-01-2025,ufphsor01.madc.att.com,usprd144_test,0,0,0
16-01-2025,ufphsor01.madc.att.com,UFP_Catalog_ulph189,3.77,0.11,33.3
16-01-2025,ufphsor01.madc.att.com,UFP_Catalog_usprd144,1.24,0.04,28.8
16-01-2025,ufphsor01.madc.att.com,UFP_Catalog_usprd445,2.4,0.06,43.5
16-01-2025,ufphsor01.madc.att.com,UFP_Catalog_ulpd10324,0.12,0.01,9.9
16-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_bspebr02,0.39,0.01,74.2
16-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_bspebr04,1.74,0.04,38.6
16-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_olph437,8.55,0.27,31.7
16-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_osprd544,0.99,0.03,36.1
16-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_osprd565,0.84,0.02,36.9
16-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_osprd312,12.44,0.14,89
16-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_olpd11038,0.01,0,12.9
16-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_flpd633_dup,15.36,0.63,24.2
16-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd119_dup,0,0,0
16-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd304_dup,0.77,0.01,53.2
16-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd448_dup,3.01,0.15,20.1
16-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd475_dup,0.31,0.01,32
16-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd476_dup,0.19,0.01,34.4
16-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd508_dup,1.36,0.02,56.1
16-01-2025,ofphsor01.bodc.att.com,FFP_Local_BKUP,0.02,0.01,2.3
16-01-2025,ofphsor01.bodc.att.com,FFP_catalog_flpd11354_dup,0,0,7.7
16-01-2025,ofphsor01.bodc.att.com,FFP_catalog_flpd11355_dup,0.01,0,10.8
16-01-2025,ofphsor04.bodc.att.com,OFP_NonPROD_Linux_FS_olph437,0,0,0
